주문일,배송방식,고객명,고객분류,시군구,시도,지역,제품대분류,제품소분류,이름,매출,수량,할인율,이익
2019.7.15,표준등급,John Lee,개인고객,중구,서울,수도권,사무용품,저장고,"SAFCO Mobile Desk Side File, Wire Frame",239.456,7,0.2,17.9592
2019.7.15,표준등급,John Lee,개인고객,중구,서울,수도권,사무용품,아트,Crayola Colored Pencils,13.12,5,0.2,2.132
2019.12.10,2등급,John Lee,개인고객,포항시,경상북도,경상,사무용품,바인더,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",29.36,2,0,13.5056
2019.12.10,2등급,John Lee,개인고객,포항시,경상북도,경상,사무용품,가정용 전자기기,Belkin F9M820V08 8 Outlet Surge,214.9,5,0,62.321
2019.12.10,2등급,John Lee,개인고객,포항시,경상북도,경상,사무용품,바인더,"Avery Durable Slant Ring Binders, No Labels",15.92,4,0,7.4824
2019.12.10,2등급,John Lee,개인고객,포항시,경상북도,경상,전자제품,액세서리,Logitech ClearChat Comfort/USB Headset H390,146.45,5,0,48.3285
2019.12.10,2등급,John Lee,개인고객,포항시,경상북도,경상,사무용품,저장고,Eldon Gobal File Keepers,15.14,1,0,0.6056
2019.12.10,2등급,John Lee,개인고객,포항시,경상북도,경상,사무용품,라벨,Avery 492,5.76,2,0,2.6496
2019.12.10,2등급,John Lee,개인고객,포항시,경상북도,경상,전자제품,복사기,Canon Imageclass D680 Copier / Fax,1399.98,2,0,629.991
2020.9.6,표준등급,Maribeth Dona,개인고객,송파구,서울,수도권,사무용품,바인더,Recycled Easel Ring Binders,8.952,2,0.7,-7.46
2020.9.6,표준등급,Maribeth Dona,개인고객,송파구,서울,수도권,사무용품,바인더,Pressboard Hanging Data Binders for Unburst Sheets,8.856,6,0.7,-6.4944
2020.9.6,표준등급,Maribeth Dona,개인고객,송파구,서울,수도권,가구,의자,"Global Push Button Manager's Chair, Indigo",85.246,2,0.3,-1.2178
2019.9.27,당일배송,Ruben Ausman,기업고객,서초구,서울,수도권,사무용품,봉투,Staple envelope,71.88,6,0,33.0648
2019.9.27,당일배송,Ruben Ausman,기업고객,서초구,서울,수도권,가구,기타 가구,Stackable Trays,9.24,3,0,2.9568
2019.9.27,당일배송,Ruben Ausman,기업고객,서초구,서울,수도권,사무용품,종이,Xerox 1895,35.88,6,0,16.146
2019.9.27,당일배송,Ruben Ausman,기업고객,서초구,서울,수도권,사무용품,바인더,"Wilson Jones Hanging View Binder, White, 1""",17.04,3,0.2,5.538
2019.9.27,당일배송,Ruben Ausman,기업고객,서초구,서울,수도권,사무용품,바인더,Fellowes PB300 Plastic Comb Binding Machine,931.176,3,0.2,314.2719
2019.2.26,표준등급,Scot Wooten,개인고객,김제시,전라북도,전라,가구,의자,"Global High-Back Leather Tilter, Burgundy",196.784,2,0.2,-22.1382
2019.2.26,표준등급,Scot Wooten,개인고객,김제시,전라북도,전라,가구,책장,"Bush Westfield Collection Bookcases, Medium Cherry Finish",231.92,5,0.2,5.798
2019.4.1,표준등급,Henry Goldwyn,기업고객,송파구,서울,수도권,사무용품,소모품,Acme Tagit Stainless Steel Antibacterial Scissors,29.7,3,0,8.019
2019.12.4,표준등급,Mark Van Huff,개인고객,안산시,경기도,수도권,가구,기타 가구,Tensor Brushed Steel Torchiere Floor Lamp,13.592,2,0.6,-14.2716
2020.2.19,2등급,Greg Tran,개인고객,서초구,서울,수도권,사무용품,종이,Xerox 1880,70.88,2,0,33.3136
2019.10.10,표준등급,Craig Molinari,기업고객,수원시,경기도,수도권,전자제품,전화기,Motorola Droid Maxx,719.952,6,0.2,71.9952
2019.10.10,표준등급,Craig Molinari,기업고객,수원시,경기도,수도권,전자제품,전화기,Cisco 8x8 Inc. 6753i IP Business Phone System,755.944,7,0.2,66.1451
2019.10.10,표준등급,Craig Molinari,기업고객,수원시,경기도,수도권,사무용품,바인더,GBC Personal VeloBind Strips,11.98,5,0.8,-19.168
2019.10.10,표준등급,Craig Molinari,기업고객,수원시,경기도,수도권,사무용품,바인더,Avery Non-Stick Binders,0.898,1,0.8,-1.5715
2020.9.6,1등급,Elizabeth Moffitt,기업고객,안산시,경기도,수도권,가구,기타 가구,"Executive Impressions 12"" Wall Clock",21.204,3,0.6,-11.6622
2019.11.20,표준등급,Katharine Harms,기업고객,성남시,경기도,수도권,사무용품,봉투,"Peel & Seel Recycled Catalog Envelopes, Brown",34.74,3,0,17.37
2019.11.20,표준등급,Katharine Harms,기업고객,성남시,경기도,수도권,전자제품,전화기,Toshiba IPT2010-SD IP Telephone,833.94,6,0,216.8244
2019.11.20,표준등급,Katharine Harms,기업고객,성남시,경기도,수도권,사무용품,바인더,3M Organizer Strips,12.96,3,0.2,4.536
2019.11.20,표준등급,Katharine Harms,기업고객,성남시,경기도,수도권,사무용품,종이,Xerox 2000,25.92,4,0,12.4416
2019.5.10,2등급,Art Foster,개인고객,양산시,경상남도,경상,가구,책장,Bestar Classic Bookcase,349.965,7,0.5,-216.9783
2019.5.10,2등급,Art Foster,개인고객,양산시,경상남도,경상,사무용품,아트,DIXON Ticonderoga Erasable Checking Pencils,22.32,5,0.2,5.301
2019.11.28,표준등급,Justin Ritter,기업고객,중구,서울,수도권,사무용품,종이,Xerox 1909,158.28,6,0,72.8088
2019.11.28,표준등급,Justin Ritter,기업고객,중구,서울,수도권,사무용품,바인더,GBC DocuBind P100 Manual Binding Machine,497.94,3,0,224.073
2019.11.1,표준등급,Daniel Lacy,개인고객,동작구,서울,수도권,사무용품,가정용 전자기기,Kensington 7 Outlet MasterPiece Power Center,533.94,3,0,154.8426
2019.11.1,표준등급,Daniel Lacy,개인고객,동작구,서울,수도권,사무용품,종이,Xerox 1934,167.94,3,0,82.2906
2019.11.1,표준등급,Daniel Lacy,개인고객,동작구,서울,수도권,가구,기타 가구,"Master Big Foot Doorstop, Beige",31.68,6,0,9.8208
2020.12.31,1등급,Brian Dahlen,개인고객,송파구,서울,수도권,가구,의자,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",170.786,1,0.3,0
2020.9.4,표준등급,Rob Beeghly,개인고객,남동구,인천광역시,특별광역시,가구,책장,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",198.744,4,0.3,0
2020.1.30,2등급,Tim Brockman,개인고객,중구,서울,수도권,가구,의자,Global Deluxe High-Back Office Chair in Storm,435.168,4,0.2,-59.8356
2020.1.30,2등급,Tim Brockman,개인고객,중구,서울,수도권,가구,책장,O'Sullivan 2-Shelf Heavy-Duty Bookcases,48.58,1,0,7.7728
2019.4.22,1등급,Katherine Nockton,기업고객,안산시,경기도,수도권,전자제품,액세서리,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,47.976,3,0.2,8.3958
2019.4.22,1등급,Katherine Nockton,기업고객,안산시,경기도,수도권,사무용품,종이,Xerox 230,20.736,4,0.2,7.2576
2019.12.5,표준등급,Rob Lucas,개인고객,송파구,서울,수도권,사무용품,아트,Prang Colored Pencils,26.46,9,0,11.907
2019.12.5,표준등급,Rob Lucas,개인고객,송파구,서울,수도권,사무용품,종이,Xerox 1933,49.12,4,0,23.0864
2019.12.5,표준등급,Rob Lucas,개인고객,송파구,서울,수도권,사무용품,잠금장치,Advantus Plastic Paper Clips,15,3,0,7.2
2019.10.21,표준등급,Frank Hawley,기업고객,영천시,경상북도,경상,사무용품,저장고,"Eldon Base for stackable storage shelf, platinum",194.7,5,0,9.735
2019.10.21,표준등급,Frank Hawley,기업고객,영천시,경상북도,경상,가구,테이블,Hon 2111 Invitation Series Straight Table,591.32,4,0,112.3508
2019.10.21,표준등급,Frank Hawley,기업고객,영천시,경상북도,경상,사무용품,아트,SANFORD Liquid Accent Tank-Style Highlighters,2.84,1,0,0.8804
2020.12.8,표준등급,Yana Sorensen,기업고객,송파구,서울,수도권,사무용품,저장고,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",221.96,2,0,4.4392
2020.12.8,표준등급,Yana Sorensen,기업고객,송파구,서울,수도권,전자제품,액세서리,WD My Passport Ultra 500GB Portable External Hard Drive,236,4,0,40.12
2019.11.2,2등급,Steven Ward,기업고객,중구,서울,수도권,전자제품,액세서리,"Maxell 74 Minute CD-R Spindle, 50/Pack",41.94,2,0,15.0984
2019.11.2,2등급,Steven Ward,기업고객,중구,서울,수도권,전자제품,전화기,Samsung Rugby III,52.792,1,0.2,4.6193
2020.11.23,2등급,Annie Thurman,개인고객,충주시,충청북도,충청,사무용품,가정용 전자기기,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",2625.12,8,0,735.0336
2020.11.23,2등급,Annie Thurman,개인고객,충주시,충청북도,충청,사무용품,아트,Newell 315,17.94,3,0,4.485
2020.8.13,1등급,Ed Jacobs,개인고객,양산시,경상남도,경상,사무용품,저장고,Fellowes High-Stak Drawer Files,422.856,3,0.2,15.8571
2020.4.16,표준등급,Denise Monton,기업고객,성남시,경기도,수도권,가구,의자,Novimex Turbo Task Chair,127.764,2,0.1,2.8392
2019.3.21,표준등급,Kristen Hastings,기업고객,유성구,대전,특별광역시,전자제품,전화기,Samsung Galaxy S4 Active,3499.93,7,0,909.9818
2019.3.21,표준등급,Kristen Hastings,기업고객,유성구,대전,특별광역시,사무용품,라벨,Avery 492,14.4,5,0,6.624
2019.3.21,표준등급,Kristen Hastings,기업고객,유성구,대전,특별광역시,사무용품,종이,Xerox 1919,122.97,3,0,60.2553
2019.3.21,표준등급,Kristen Hastings,기업고객,유성구,대전,특별광역시,사무용품,아트,American Pencil,9.32,4,0,2.7028
2019.3.21,표준등급,Kristen Hastings,기업고객,유성구,대전,특별광역시,사무용품,바인더,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",122.94,3,0,59.0112
2019.11.17,표준등급,Mick Brown,개인고객,은평구,서울,수도권,가구,기타 가구,DAX Cubicle Frames - 8x10,17.31,3,0,5.193
2020.9.25,표준등급,Dana Kaydos,개인고객,남구,부산,특별광역시,사무용품,아트,Boston KS Multi-Size Manual Pencil Sharpener,128.744,7,0.2,12.8744
2020.9.6,표준등급,Dean Braden,개인고객,양산시,경상남도,경상,가구,기타 가구,"6"" Cubicle Wall Clock, Black",58.248,9,0.2,11.6496
2020.9.6,표준등급,Dean Braden,개인고객,양산시,경상남도,경상,가구,의자,"Global Task Chair, Black",71.246,2,0.3,-19.3382
2020.9.6,표준등급,Dean Braden,개인고객,양산시,경상남도,경상,사무용품,아트,Newell 329,7.872,3,0.2,0.5904
2020.9.6,표준등급,Dean Braden,개인고객,양산시,경상남도,경상,가구,의자,Global Comet Stacking Arm Chair,887.271,3,0.3,-63.3765
2019.4.21,표준등급,Christina VanderZanden,개인고객,동구,부산,특별광역시,사무용품,바인더,Premium Transparent Presentation Covers by GBC,146.86,7,0,70.4928
2019.4.21,표준등급,Christina VanderZanden,개인고객,동구,부산,특별광역시,사무용품,바인더,Cardinal EasyOpen D-Ring Binders,36.56,4,0,18.28
2020.6.15,표준등급,Grace Kelly,기업고객,송파구,서울,수도권,전자제품,전화기,Jabra SPEAK 410,225.576,3,0.2,22.5576
2020.5.28,표준등급,Brian Stugart,개인고객,남동구,인천광역시,특별광역시,가구,기타 가구,36X48 HARDFLOOR CHAIRMAT,25.176,3,0.6,-33.3582
2020.5.28,표준등급,Brian Stugart,개인고객,남동구,인천광역시,특별광역시,가구,기타 가구,G.E. Halogen Desk Lamp Bulbs,5.584,2,0.6,-1.6752
2020.5.28,표준등급,Brian Stugart,개인고객,남동구,인천광역시,특별광역시,사무용품,저장고,Standard Rollaway File with Lock,1297.368,9,0.2,97.3026
2019.12.25,1등급,Neola Schneider,개인고객,용인시,경기도,수도권,사무용품,저장고,Economy Rollaway Files,264.32,2,0.2,19.824
2019.5.4,표준등급,Mike Kennedy,개인고객,서초구,서울,수도권,사무용품,종이,Xerox 2,25.92,4,0,12.4416
2019.5.4,표준등급,Mike Kennedy,개인고객,서초구,서울,수도권,사무용품,아트,Newell 350,22.96,7,0,6.6584
2019.2.23,1등급,Sue Ann Reed,개인고객,노원구,서울,수도권,사무용품,종이,Xerox 220,19.44,3,0,9.3312
2020.8.24,2등급,Shahid Collister,개인고객,성남시,경기도,수도권,가구,기타 가구,"DAX Value U-Channel Document Frames, Easel Back",14.91,3,0,4.6221
2019.11.30,표준등급,Randy Ferguson,기업고객,무안군,전라남도,전라,사무용품,바인더,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",6.642,9,0.7,-4.428
2020.12.11,표준등급,Chris McAfee,개인고객,안산시,경기도,수도권,사무용품,종이,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,2,0,8.7138
2020.12.11,표준등급,Chris McAfee,개인고객,안산시,경기도,수도권,사무용품,바인더,Fellowes PB200 Plastic Comb Binding Machine,679.96,5,0.2,220.987
2019.10.28,1등급,Jim Mitchum,기업고객,송파구,서울,수도권,가구,테이블,Chromcraft Rectangular Conference Tables,189.576,1,0.2,9.4788
2019.10.28,1등급,Jim Mitchum,기업고객,송파구,서울,수도권,전자제품,전화기,Griffin GC17055 Auxiliary Audio Cable,71.96,5,0.2,7.196
2019.11.25,표준등급,Richard Bierner,개인고객,송파구,서울,수도권,전자제품,전화기,Logitech Mobile Speakerphone P710e - speaker phone,539.92,5,0.2,47.243
2019.11.25,표준등급,Richard Bierner,개인고객,송파구,서울,수도권,가구,의자,Hon GuestStacker Chair,725.344,4,0.2,54.4008
2019.11.25,표준등급,Richard Bierner,개인고객,송파구,서울,수도권,사무용품,아트,Staples in misc. colors,7.44,3,0,2.604
2020.5.23,2등급,Nathan Mautz,홈오피스,동구,부산,특별광역시,사무용품,가정용 전자기기,Harmony Air Purifier,850.5,5,0.1,245.7
2020.5.23,2등급,Nathan Mautz,홈오피스,동구,부산,특별광역시,가구,기타 가구,Westinghouse Clip-On Gooseneck Lamps,75.33,9,0,19.5858
2020.11.21,2등급,Eudokia Martin,기업고객,제주시,제주,제주,사무용품,가정용 전자기기,Fellowes Command Center 5-outlet power strip,325.632,6,0.2,28.4928
2020.11.21,2등급,Eudokia Martin,기업고객,제주시,제주,제주,전자제품,액세서리,Belkin Standard 104 key USB Keyboard,23.344,2,0.2,-1.459
2020.11.21,2등급,Eudokia Martin,기업고객,제주시,제주,제주,사무용품,라벨,Avery 506,16.52,5,0.2,5.369
2019.3.30,1등급,Mark Packer,홈오피스,김포시,경기도,수도권,사무용품,봉투,Airmail Envelopes,335.72,5,0.2,113.3055
2019.3.30,1등급,Mark Packer,홈오피스,김포시,경기도,수도권,전자제품,전화기,Innergie mMini Combo Duo USB Travel Charging Kit,251.944,7,0.2,88.1804
2019.3.30,1등급,Mark Packer,홈오피스,김포시,경기도,수도권,가구,의자,"Global Stack Chair without Arms, Black",127.302,7,0.3,-9.093
2019.12.30,2등급,Katherine Hughes,개인고객,천안시,충청남도,충청,가구,의자,DMI Arturo Collection Mission-style Design Wood Chair,1207.84,8,0,314.0384
2019.12.30,2등급,Katherine Hughes,개인고객,천안시,충청남도,충청,사무용품,바인더,GBC ProClick Spines for 32-Hole Punch,12.53,1,0,5.8891
2019.12.30,2등급,Katherine Hughes,개인고객,천안시,충청남도,충청,사무용품,아트,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,34.58,1,0,10.0282
2019.12.30,2등급,Katherine Hughes,개인고객,천안시,충청남도,충청,가구,의자,"Global Leather and Oak Executive Chair, Black",300.98,1,0,87.2842
2019.12.30,2등급,Katherine Hughes,개인고객,천안시,충청남도,충청,가구,의자,Harbour Creations Steel Folding Chair,258.75,3,0,77.625
2020.4.5,표준등급,Carol Adams,기업고객,송파구,서울,수도권,가구,의자,GuestStacker Chair with Chrome Finish Legs,892.224,3,0.2,89.2224
2019.9.9,표준등급,Daniel Lacy,개인고객,김제시,전라북도,전라,전자제품,기계,"3D Systems Cube Printer, 2nd Generation, White",1299.99,2,0.5,-571.9956
2020.3.16,1등급,Fred Chung,기업고객,서초구,서울,수도권,사무용품,바인더,Avery Round Ring Poly Binders,4.544,2,0.2,1.6472
2020.3.16,1등급,Fred Chung,기업고객,서초구,서울,수도권,가구,의자,Global Comet Stacking Arm Chair,1352.032,4,0.2,84.502
2020.12.27,표준등급,David Bremer,기업고객,북구,부산,특별광역시,가구,테이블,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",1548.99,9,0.4,-464.697
2020.12.27,표준등급,David Bremer,기업고객,북구,부산,특별광역시,사무용품,봉투,Staple envelope,19.872,3,0.2,6.7068
2019.8.8,1등급,Chloris Kastensmidt,개인고객,용인시,경기도,수도권,전자제품,액세서리,Logitech K350 2.4Ghz Wireless Keyboard,119.448,3,0.2,-13.4379
2019.8.8,1등급,Chloris Kastensmidt,개인고객,용인시,경기도,수도권,사무용품,저장고,Safco Industrial Shelving,118.16,2,0.2,-25.109
2019.4.15,당일배송,Paul Stevenson,홈오피스,송파구,서울,수도권,사무용품,가정용 전자기기,Belkin F9G930V10-GRY 9 Outlet Surge,106.96,2,0,31.0184
2019.4.15,당일배송,Paul Stevenson,홈오피스,송파구,서울,수도권,가구,기타 가구,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",187.76,4,0,76.9816
2019.7.31,1등급,Tony Chapman,홈오피스,서초구,서울,수도권,사무용품,바인더,GBC ProClick Punch Binding System,76.776,4,0.7,-53.7432
2019.1.8,표준등급,Vivek Sundaresam,개인고객,수원시,경기도,수도권,가구,기타 가구,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",76.728,3,0.6,-53.7096
2019.1.8,표준등급,Vivek Sundaresam,개인고객,수원시,경기도,수도권,사무용품,바인더,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",10.43,7,0.8,-18.2525
2019.9.30,1등급,Sonia Cooley,개인고객,송파구,서울,수도권,사무용품,아트,Newell 334,99.2,5,0,25.792
2019.9.14,표준등급,Speros Goranitis,개인고객,완주군,전라북도,전라,사무용품,아트,Fluorescent Highlighters by Dixon,15.92,5,0.2,2.786
2019.5.7,2등급,Trudy Schmidt,개인고객,양천구,서울,수도권,사무용품,가정용 전자기기,Eureka The Boss Cordless Rechargeable Stick Vac,152.94,3,0,41.2938
2019.10.8,당일배송,Jack Garza,개인고객,전주시,전라북도,전라,전자제품,액세서리,"Maxell 74 Minute CDR, 10/Pack",23.472,3,0.2,4.9878
2020.4.28,1등급,Shirley Daniels,홈오피스,광산구,광주,특별광역시,사무용품,가정용 전자기기,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,186.732,1,0.1,41.496
2020.4.28,1등급,Shirley Daniels,홈오피스,광산구,광주,특별광역시,사무용품,바인더,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,3812.97,3,0,1906.485
2020.2.14,표준등급,Ted Trevino,개인고객,의정부시,경기도,수도권,사무용품,바인더,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",26.424,9,0.2,9.5787
2020.2.14,표준등급,Ted Trevino,개인고객,의정부시,경기도,수도권,전자제품,전화기,Samsung Galaxy S4,625.99,1,0,187.797
2020.11.26,표준등급,Brenda Bowman,기업고객,서구,부산,특별광역시,가구,테이블,Chromcraft Round Conference Tables,1568.61,9,0,329.4081
2020.11.26,표준등급,Brenda Bowman,기업고객,서구,부산,특별광역시,사무용품,바인더,Wilson Jones International Size A4 Ring Binders,17.3,1,0,8.304
2020.11.26,표준등급,Brenda Bowman,기업고객,서구,부산,특별광역시,전자제품,액세서리,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,160,8,0,62.4
2019.7.16,1등급,Ricardo Sperren,기업고객,고령군,경상북도,경상,사무용품,가정용 전자기기,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,179.94,3,0,50.3832
2019.7.16,1등급,Ricardo Sperren,기업고객,고령군,경상북도,경상,가구,테이블,Hon 5100 Series Wood Tables,872.94,3,0,157.1292
2019.7.16,1등급,Ricardo Sperren,기업고객,고령군,경상북도,경상,사무용품,종이,Xerox 1999,12.96,2,0,6.2208
2019.12.29,표준등급,Arianne Irving,개인고객,노원구,서울,수도권,사무용품,라벨,Alphabetical Labels for Top Tab Filing,88.8,6,0,44.4
2019.12.29,표준등급,Arianne Irving,개인고객,노원구,서울,수도권,전자제품,전화기,HTC One,319.968,4,0.2,35.9964
2020.3.23,당일배송,Marc Crier,개인고객,중구,서울,수도권,가구,의자,"Global Stack Chair with Arms, Black",167.888,7,0.2,14.6902
2019.7.3,1등급,Adrian Hane,홈오피스,안산시,경기도,수도권,사무용품,종이,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",163.96,5,0.2,59.4355
2019.7.3,1등급,Adrian Hane,홈오피스,안산시,경기도,수도권,사무용품,바인더,Wilson Jones Four-Pocket Poly Binders,5.232,4,0.8,-8.1096
2020.8.27,표준등급,Andrew Allen,개인고객,동구,부산,특별광역시,사무용품,종이,Xerox 1950,11.56,2,0,5.6644
2020.8.27,표준등급,Andrew Allen,개인고객,동구,부산,특별광역시,전자제품,전화기,ClearSounds CSC500 Amplified Spirit Phone Corded phone,209.97,3,0,58.7916
2020.8.27,표준등급,Andrew Allen,개인고객,동구,부산,특별광역시,가구,테이블,Hon 4060 Series Tables,447.84,4,0,98.5248
2020.8.27,표준등급,Andrew Allen,개인고객,동구,부산,특별광역시,전자제품,액세서리,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97,3,0,163.1898
2020.8.27,표준등급,Andrew Allen,개인고객,동구,부산,특별광역시,사무용품,아트,Newell 335,8.64,3,0,2.5056
2019.10.25,표준등급,Evan Henry,개인고객,양산시,경상남도,경상,전자제품,액세서리,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",40.776,3,0.2,0.5097
2019.10.25,표준등급,Evan Henry,개인고객,양산시,경상남도,경상,사무용품,바인더,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",13.698,3,0.7,-9.5886
2020.4.2,표준등급,John Lucas,개인고객,서귀포시,제주,제주,전자제품,전화기,Samsung HM1900 Bluetooth Headset,87.8,5,0.2,32.925
2019.10.29,2등급,Janet Martin,개인고객,남원시,전라북도,전라,가구,기타 가구,"Computer Room Manger, 14""",77.952,3,0.2,15.5904
2019.10.29,2등급,Janet Martin,개인고객,남원시,전라북도,전라,사무용품,저장고,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",147.184,2,0.2,-29.4368
2019.10.29,2등급,Janet Martin,개인고객,남원시,전라북도,전라,사무용품,종이,Xerox 1936,47.952,3,0.2,16.1838
2019.12.5,1등급,Joni Blumstein,개인고객,송파구,서울,수도권,사무용품,가정용 전자기기,Fellowes 8 Outlet Superior Workstation Surge Protector,250.26,6,0,72.5754
2019.11.4,표준등급,Peter Bühler,개인고객,양산시,경상남도,경상,전자제품,액세서리,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",40.776,3,0.2,0.5097
2019.9.10,표준등급,Matt Connell,기업고객,송파구,서울,수도권,전자제품,액세서리,Microsoft Wireless Mobile Mouse 4000,159.96,4,0,51.1872
2020.1.5,표준등급,Brooke Gillingham,기업고객,성남시,경기도,수도권,사무용품,아트,Newell 34,59.52,3,0,15.4752
2020.1.5,표준등급,Brooke Gillingham,기업고객,성남시,경기도,수도권,사무용품,봉투,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,2,0,8.2156
2020.1.5,표준등급,Brooke Gillingham,기업고객,성남시,경기도,수도권,사무용품,바인더,Wilson Jones data.warehouse D-Ring Binders with DublLock,13.168,2,0.2,4.6088
2019.4.17,표준등급,Jesus Ocampo,홈오피스,서초구,서울,수도권,사무용품,가정용 전자기기,Hoover Commercial SteamVac,40.74,3,0,12.222
2020.9.10,표준등급,Alex Russell,기업고객,시흥시,경기도,수도권,가구,의자,Global Commerce Series Low-Back Swivel/Tilt Chairs,179.886,1,0.3,-2.5698
2020.9.26,표준등급,Tony Sayre,개인고객,동구,부산,특별광역시,사무용품,가정용 전자기기,Hoover Shoulder Vac Commercial Portable Vacuum,286.256,1,0.2,17.891
2020.9.26,표준등급,Tony Sayre,개인고객,동구,부산,특별광역시,사무용품,저장고,Eldon Gobal File Keepers,24.224,2,0.2,-4.8448
2020.9.26,표준등급,Tony Sayre,개인고객,동구,부산,특별광역시,사무용품,저장고,"SAFCO Commercial Wire Shelving, Black",331.536,3,0.2,-82.884
2020.3.16,2등급,Jim Kriz,홈오피스,성남시,경기도,수도권,사무용품,아트,Avery Hi-Liter Smear-Safe Highlighters,17.52,3,0,6.3072
2020.11.27,표준등급,George Ashbrook,개인고객,광주시,경기도,수도권,사무용품,아트,DIXON Ticonderoga Erasable Checking Pencils,17.856,4,0.2,4.2408
2020.9.27,표준등급,Tanja Norvell,홈오피스,목포시,전라남도,전라,전자제품,액세서리,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),431.976,3,0.2,-75.5958
2019.6.14,표준등급,Tamara Willingham,홈오피스,중구,서울,수도권,가구,의자,"Global Wood Trimmed Manager's Task Chair, Khaki",291.136,4,0.2,-25.4744
2019.9.19,1등급,Pete Armstrong,홈오피스,용인시,경기도,수도권,사무용품,봉투,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,114.848,4,0.2,35.89
2019.6.3,표준등급,John Dryer,개인고객,안산시,경기도,수도권,사무용품,종이,Xerox 1977,10.688,2,0.2,3.7408
2020.5.16,2등급,Michael Nguyen,개인고객,유성구,대전,특별광역시,사무용품,종이,"TOPS Voice Message Log Book, Flash Format",15.232,4,0.2,5.5216
2019.9.16,표준등급,Gene McClure,개인고객,중구,서울,수도권,사무용품,아트,BIC Brite Liner Highlighters,12.42,3,0,5.2164
2020.8.23,표준등급,Deirdre Greer,기업고객,중구,서울,수도권,사무용품,종이,Xerox 202,19.44,3,0,9.3312
2019.5.30,표준등급,James Galang,개인고객,성남시,경기도,수도권,사무용품,바인더,Wilson Jones Legal Size Ring Binders,70.368,4,0.2,26.388
2019.12.19,1등급,Alex Grayson,개인고객,전주시,전라북도,전라,사무용품,아트,Newell 310,12.672,9,0.2,1.4256
2019.11.21,표준등급,Steve Carroll,홈오피스,서초구,서울,수도권,사무용품,종이,Tops Wirebound Message Log Books,6.58,2,0,3.0268
2019.11.21,표준등급,Steve Carroll,홈오피스,서초구,서울,수도권,전자제품,액세서리,Kensington Expert Mouse Optical USB Trackball for PC or Mac,94.99,1,0,28.497
2020.9.24,2등급,Carlos Meador,개인고객,서귀포시,제주,제주,전자제품,전화기,Samsung HM1900 Bluetooth Headset,35.12,2,0.2,13.17
2019.8.21,표준등급,Kean Thornton,개인고객,송파구,서울,수도권,사무용품,종이,Xerox 203,25.92,4,0,12.4416
2020.12.19,표준등급,Eileen Kiefer,홈오피스,남동구,인천광역시,특별광역시,전자제품,액세서리,Maxell 4.7GB DVD+RW 3/Pack,25.488,2,0.2,4.779
2020.5.31,2등급,Carl Weiss,홈오피스,동작구,서울,수도권,사무용품,잠금장치,Bagged Rubber Bands,7.56,6,0,0.3024
2020.6.18,표준등급,Keith Herrera,개인고객,수원시,경기도,수도권,가구,기타 가구,"Seth Thomas 8 1/2"" Cubicle Clock",60.84,3,0,19.4688
2020.6.18,표준등급,Keith Herrera,개인고객,수원시,경기도,수도권,사무용품,저장고,Tennsco Double-Tier Lockers,450.04,2,0,58.5052
2020.6.18,표준등급,Keith Herrera,개인고객,수원시,경기도,수도권,사무용품,바인더,Wilson Jones International Size A4 Ring Binders,34.6,2,0,16.608
2020.6.18,표준등급,Keith Herrera,개인고객,수원시,경기도,수도권,전자제품,전화기,Cisco SPA301,467.97,3,0,140.391
